#{"t_start": 1726061253.6615877, "env_id": "DRL_RBMSA-v4"}
r,l,t,episode_service_blocking_rate,episode_bit_rate_blocking_rate
844.1,1000,212.313735,0.056,0.12370137714423773
848.3,1000,215.616035,0.055,0.11753774680603948
841.3,1000,219.379777,0.058,0.12634344399331263
870.9,1000,223.013605,0.043,0.08697632058287796
843.1,1000,226.653305,0.057,0.11867928884784114
850.9,1000,230.194785,0.053,0.11187845303867404
835.1,1000,233.638249,0.061,0.1264447526583449
834.2,1000,237.680119,0.062,0.13208477082306555
866.1,1000,241.724126,0.047,0.09177731190309807
822.4,1000,245.478094,0.068,0.1401259559154296
865.6,1000,249.194369,0.045,0.0892175572519084
861.1,1000,252.78594,0.049,0.1089789149490642
837.7,1000,256.145382,0.061,0.12431444241316271
874.4,1000,259.787365,0.042,0.09345339498661474
868.6,1000,263.619601,0.042,0.09052729818012133
896.5,1000,267.511095,0.03,0.07239382239382239
876.0,1000,271.628284,0.041,0.09140421501302391
889.7,1000,275.544823,0.033,0.07524846190250828
838.2,1000,279.496924,0.059,0.12804586717630195
849.9,1000,283.37786,0.054,0.11723493694535264
861.9,1000,287.146661,0.048,0.10477582846003898
853.4,1000,290.760906,0.052,0.1182010831174947
876.4,1000,294.500608,0.039,0.09215017064846416
844.0,1000,298.280442,0.058,0.12463573189867742
876.3,1000,301.92974,0.042,0.09055026700719758
858.2,1000,305.712811,0.05,0.1055944055944056
879.8,1000,309.645593,0.038,0.08055349641709908
843.4,1000,313.359424,0.059,0.1165658445788739
876.4,1000,317.128037,0.041,0.07982994803967879
822.6,1000,321.079969,0.07,0.14331946370781323
873.3,1000,325.096027,0.042,0.09142857142857143
852.2,1000,329.221426,0.053,0.10990052108005685
886.7,1000,332.976153,0.035,0.07835732829832429
842.0,1000,336.726363,0.059,0.125531914893617
869.2,1000,340.486211,0.047,0.10272189349112426
877.6,1000,344.337907,0.041,0.0940273446869753
890.1,1000,348.020178,0.034,0.07119437939110071
832.4,1000,351.793772,0.064,0.14097123998114097
866.2,1000,355.544488,0.046,0.10492923377257199
862.3,1000,359.461633,0.048,0.09866539561487131
863.1,1000,363.063533,0.049,0.10084998851366873
869.2,1000,366.811141,0.047,0.0970873786407767
871.9,1000,370.945158,0.046,0.09851088201603665
875.2,1000,374.796867,0.043,0.09399595232741174
881.8,1000,378.538567,0.04,0.08679065331425846
885.1,1000,382.411901,0.038,0.08343439243269464
922.5,1000,386.062485,0.02,0.04186717998075072
892.4,1000,390.213963,0.038,0.08183908045977012
870.2,1000,393.726388,0.05,0.10268562401263823
914.3,1000,397.436762,0.024,0.05401424011784925
899.4,1000,401.361466,0.035,0.07620383356708742
