#{"t_start": 1720712696.5932832, "env_id": "DRL_RBMSA-v1"}
r,l,t,episode_service_blocking_rate,episode_bit_rate_blocking_rate
970,1000,439.102796,0.015,0.034408602150537634
900,1000,441.452214,0.05,0.10387243735763098
936,1000,443.842852,0.032,0.06774809160305344
928,1000,446.254579,0.036,0.07489500699953336
918,1000,448.611726,0.041,0.08046783625730994
912,1000,450.97677,0.044,0.08988212180746562
934,1000,453.342722,0.033,0.0713436385255648
928,1000,455.740637,0.036,0.07386759581881533
906,1000,458.198996,0.047,0.0989817665166943
962,1000,460.628417,0.019,0.041842040108937856
924,1000,463.084332,0.038,0.08229243203526819
924,1000,465.471937,0.038,0.08370561956266165
920,1000,467.960379,0.04,0.08302667893284268
912,1000,470.462855,0.044,0.09349307023725628
948,1000,472.999364,0.026,0.05738816086760054
924,1000,475.485489,0.038,0.0770781985211741
942,1000,477.966403,0.029,0.064075382803298
954,1000,480.469479,0.023,0.046424384525205156
932,1000,482.95052,0.034,0.07384903014723067
936,1000,485.480291,0.032,0.06369581012351659
946,1000,487.952039,0.027,0.05998536942209217
928,1000,490.425014,0.036,0.07016728624535316
944,1000,492.948741,0.028,0.06299975769323964
956,1000,495.476417,0.022,0.04967502321262767
950,1000,498.120881,0.025,0.05422288855572214
912,1000,500.578338,0.044,0.09394285714285715
952,1000,503.043565,0.024,0.05668821481849826
924,1000,505.489457,0.038,0.08023668639053254
942,1000,507.967098,0.029,0.0640817274204783
944,1000,510.474371,0.028,0.06314774644492649
968,1000,512.868163,0.016,0.031947380784590085
926,1000,515.263378,0.037,0.07473982970671712
934,1000,517.708757,0.033,0.07380242952097181
964,1000,520.149464,0.018,0.03650292924740874
938,1000,522.500658,0.031,0.06555924695459579
908,1000,524.911288,0.046,0.09707602339181287
924,1000,527.266418,0.038,0.08146131154980712
944,1000,529.884782,0.028,0.057049333645078325
960,1000,532.782721,0.02,0.038294962388876225
938,1000,535.602078,0.031,0.06833606365551136
954,1000,538.311213,0.023,0.0492379835873388
936,1000,540.93381,0.032,0.06880843922320787
914,1000,543.443315,0.043,0.08412294892535244
948,1000,546.247206,0.026,0.055933852140077824
948,1000,548.783341,0.026,0.059814858770472344
948,1000,551.260496,0.026,0.05146726862302483
934,1000,553.782666,0.033,0.07276208712302537
938,1000,556.272122,0.031,0.060783430886987844
930,1000,558.765179,0.035,0.07207626133457336
972,1000,561.272253,0.014,0.030832476875642344
934,1000,563.750634,0.033,0.07006222631942843
984,1000,566.273474,0.008,0.019083969465648856
980,1000,568.788127,0.01,0.023424689622862496
954,1000,571.304281,0.023,0.04922644163150492
934,1000,573.808793,0.033,0.07478427612655801
950,1000,576.264747,0.025,0.05031156242787907
946,1000,578.743592,0.027,0.05762473647224174
948,1000,581.264023,0.026,0.05171999037767621
944,1000,583.79499,0.028,0.06212947593075646
952,1000,586.25831,0.024,0.0557424315233061
978,1000,588.807279,0.011,0.02707359094265321
958,1000,592.339661,0.021,0.04617570447549136
946,1000,596.153522,0.027,0.053363740022805015
932,1000,599.823394,0.034,0.06689814814814815
932,1000,603.314687,0.034,0.06943171402383135
976,1000,606.698764,0.012,0.028208744710860368
962,1000,610.089919,0.019,0.041356877323420076
968,1000,613.182429,0.016,0.03376804843968328
950,1000,616.184251,0.025,0.053758325404376785
924,1000,618.819456,0.038,0.07851534618129907
972,1000,621.41485,0.014,0.030551755585955312
950,1000,623.966797,0.025,0.05438138209451437
944,1000,626.540067,0.028,0.06233642636212229
982,1000,628.97291,0.009,0.021665864227250843
952,1000,631.475029,0.024,0.05103705429969704
942,1000,633.841521,0.029,0.06504065040650407
978,1000,636.215787,0.011,0.022313296903460837
988,1000,638.581295,0.006,0.01237680495072198
930,1000,640.936624,0.035,0.07474844274077623
934,1000,643.282075,0.033,0.06463527239150507
962,1000,645.624981,0.019,0.04548719176442423
978,1000,648.006216,0.011,0.021930870083432658
930,1000,650.407704,0.035,0.07837903421499635
912,1000,652.74417,0.044,0.09032401242787394
936,1000,655.064955,0.032,0.06801470588235294
944,1000,657.416185,0.028,0.061895551257253385
926,1000,659.753932,0.037,0.07432110528823249
950,1000,662.092558,0.025,0.04914004914004914
928,1000,664.414916,0.036,0.07948835084513477
940,1000,666.713009,0.03,0.06183620486193061
936,1000,669.027249,0.032,0.07172799254774104
922,1000,671.351604,0.039,0.0745125348189415
960,1000,673.656568,0.02,0.04261297120112386
914,1000,675.96929,0.043,0.08085106382978724
926,1000,678.25635,0.037,0.07688766114180479
948,1000,680.531252,0.026,0.05608342989571263
948,1000,682.800981,0.026,0.050070854983467174
956,1000,685.053678,0.022,0.04787106086119798
936,1000,687.313895,0.032,0.07349081364829396
958,1000,689.624993,0.021,0.0423847228691197
956,1000,692.114392,0.022,0.04497041420118343
966,1000,694.522676,0.017,0.03557031064737965
956,1000,696.933427,0.022,0.05161601543656536
962,1000,699.333196,0.019,0.037209302325581395
936,1000,701.722852,0.032,0.0681551116333725
942,1000,704.125853,0.029,0.060451057893513134
956,1000,706.482966,0.022,0.04805914972273567
962,1000,708.875218,0.019,0.03733650416171225
968,1000,711.261949,0.016,0.030303030303030304
946,1000,713.81412,0.027,0.04828248858995916
960,1000,717.491911,0.02,0.04001861330851559
980,1000,721.28299,0.01,0.020117762512266928
968,1000,725.09228,0.016,0.03573153066151617
948,1000,728.622141,0.026,0.057516040329972505
950,1000,732.037525,0.025,0.05349112426035503
952,1000,735.131938,0.024,0.05036630036630037
958,1000,738.147299,0.021,0.043799212598425195
962,1000,740.978278,0.019,0.04125144843568945
944,1000,743.686522,0.028,0.05619047619047619
968,1000,746.264382,0.016,0.03441860465116279
898,1000,748.726517,0.051,0.10451197053406998
914,1000,751.195865,0.043,0.09424326833797586
950,1000,753.683104,0.025,0.05596049847166706
966,1000,756.041473,0.017,0.03511891531451434
928,1000,758.571934,0.036,0.07364604577384999
962,1000,761.008229,0.019,0.040158767219238854
906,1000,763.336321,0.047,0.09743824336688015
932,1000,765.706712,0.034,0.06714040676304828
962,1000,768.175615,0.019,0.03613884926295768
966,1000,770.844719,0.017,0.03788587464920486
968,1000,773.426899,0.016,0.034961685823754786
958,1000,775.807338,0.021,0.04635441815548044
958,1000,778.209141,0.021,0.05035793631202172
958,1000,780.593472,0.021,0.04481728338313031
930,1000,782.940538,0.035,0.07539015606242497
960,1000,785.336411,0.02,0.03934426229508197
950,1000,787.729065,0.025,0.05650994575045208
980,1000,790.177931,0.01,0.019735258724428398
936,1000,792.681707,0.032,0.06757413709285368
942,1000,795.14637,0.029,0.06587837837837837
966,1000,797.598895,0.017,0.033246259795772976
944,1000,800.003984,0.028,0.06280082512033004
950,1000,802.402864,0.025,0.054549729602633434
956,1000,804.771441,0.022,0.046561096667454505
960,1000,807.071978,0.02,0.04682440846824409
964,1000,809.350068,0.018,0.036785379568884724
964,1000,811.655279,0.018,0.03213396696085087
932,1000,813.962888,0.034,0.07030527289546716
